exchange,stock_symbol,date,dividends
NYSE,ONB,1998-02-26,0.10897
NYSE,ONB,1998-01-06,0.10424
NYSE,ONB,1997-11-26,0.10378
NYSE,ONB,1997-08-28,0.10378
NYSE,ONB,1997-05-29,0.10378
NYSE,ONB,1997-02-27,0.10378
NYSE,ONB,1997-01-06,0.09928
NYSE,ONB,1996-11-27,0.09884
NYSE,ONB,1996-08-29,0.02493
NYSE,ONB,1996-05-30,0.09884
NYSE,ONB,1996-02-28,0.09454
NYSE,ONB,1996-02-01,0.09454
NYSE,ONB,1995-11-29,0.09884
NYSE,ONB,1995-08-30,0.09884
NYSE,ONB,1995-05-25,0.09884
NYSE,ONB,1995-02-23,0.09884
NYSE,ONB,1995-01-23,0.79501
NYSE,ONB,1994-11-25,0.09884
NYSE,ONB,1994-08-26,0.09884
NYSE,ONB,1994-02-23,0.09884
NYSE,ONB,1994-01-24,0.09025
NYSE,ONB,1993-11-24,0.09025
NYSE,ONB,1993-05-25,0.09025
NYSE,ONB,1993-02-23,0.09025
NYSE,ONB,1993-01-11,0.09025
NYSE,ONB,1992-11-24,0.09025
NYSE,ONB,1992-08-27,0.09025
NYSE,ONB,1992-05-27,0.09025
NYSE,ONB,1992-02-25,0.09025
NYSE,ONB,1991-11-25,0.09025
NYSE,ONB,1991-08-27,0.09025
NYSE,ONB,1991-05-28,0.09025
NYSE,ONB,1991-02-25,0.09025
NYSE,ONB,1991-01-11,0.09025
NYSE,ONB,1990-08-27,0.09025
NYSE,ONB,1990-05-25,0.09025
NYSE,OMX,2008-09-29,0.15
NYSE,OMX,2008-06-27,0.15
NYSE,OMX,2008-03-28,0.15
NYSE,OMX,2007-12-27,0.15
NYSE,OMX,2007-09-27,0.15
NYSE,OMX,2007-06-27,0.15
NYSE,OMX,2007-03-28,0.15
NYSE,OMX,2006-12-27,0.15
NYSE,OMX,2006-09-27,0.15
NYSE,OMX,2006-06-28,0.15
NYSE,OMX,2006-03-29,0.15
NYSE,OMX,2005-12-28,0.15
NYSE,OMX,2005-09-28,0.15
NYSE,OMX,2005-06-29,0.15
NYSE,OMX,2005-03-30,0.15
NYSE,OMX,2004-12-29,0.15
NYSE,OMX,2004-09-29,0.15
NYSE,OMX,2004-06-29,0.15
NYSE,OMX,2004-03-30,0.15
NYSE,OMX,2003-12-29,0.15
NYSE,OMX,2003-09-29,0.15
NYSE,OMX,2003-06-27,0.15
NYSE,OMX,2003-03-28,0.15
NYSE,OMX,2002-12-27,0.15
NYSE,OMX,2002-09-27,0.15
NYSE,OMX,2002-06-27,0.15
NYSE,OMX,2002-03-27,0.15
NYSE,OMX,2001-12-27,0.15
NYSE,OMX,2001-09-27,0.15
NYSE,OMX,2001-06-27,0.15
NYSE,OMX,2001-03-28,0.15
NYSE,OMX,2000-12-27,0.15
NYSE,OMX,2000-09-27,0.15
NYSE,OMX,2000-06-28,0.15
NYSE,OMX,2000-03-29,0.15
NYSE,OMX,1999-12-29,0.15
NYSE,OMX,1999-09-29,0.15
NYSE,OMX,1999-06-29,0.15
NYSE,OMX,1999-03-30,0.15
NYSE,OMX,1998-12-29,0.15
NYSE,OMX,1998-09-29,0.15
NYSE,OMX,1998-06-29,0.15
NYSE,OMX,1998-03-30,0.15
NYSE,OMX,1997-12-29,0.15
NYSE,OMX,1997-09-29,0.15
NYSE,OMX,1997-06-27,0.395
NYSE,OMX,1997-03-27,0.15
NYSE,OMX,1996-12-27,0.15
NYSE,OMX,1996-09-27,0.15
NYSE,OMX,1996-06-27,0.15
NYSE,OMX,1996-03-28,0.15
NYSE,OMX,1995-12-27,0.15
NYSE,OMX,1995-09-27,0.15
NYSE,OMX,1995-06-28,0.15
NYSE,OMX,1995-03-27,0.15
NYSE,OMX,1994-12-23,0.15
NYSE,OMX,1994-09-26,0.15
NYSE,OMX,1994-06-27,0.15
NYSE,OMX,1994-03-25,0.15
NYSE,OMX,1993-12-27,0.15
NYSE,OMX,1993-09-27,0.15
NYSE,OMX,1993-06-25,0.15
NYSE,OMX,1993-03-26,0.15
NYSE,OMX,1992-12-28,0.15
NYSE,OMX,1992-09-09,0.15
NYSE,OMX,1992-06-09,0.15
NYSE,OMX,1992-03-09,0.15
NYSE,OMX,1991-12-17,0.15
NYSE,OMX,1991-09-09,0.38
NYSE,OMX,1991-06-10,0.38
NYSE,OMX,1991-03-11,0.38
NYSE,OMX,1990-12-17,0.38
NYSE,OMX,1990-09-10,0.38
NYSE,OMX,1990-06-11,0.38
NYSE,OMX,1990-03-09,0.38
NYSE,OMX,1989-12-11,0.38
NYSE,OMX,1989-09-11,0.35
NYSE,OMX,1989-06-09,0.35
NYSE,OMX,1989-03-09,0.35
NYSE,OMX,1988-12-09,0.35
NYSE,OMX,1988-09-09,0.3
NYSE,OMX,1988-06-09,0.3
NYSE,OMX,1988-03-09,0.3
NYSE,OMX,1987-12-14,0.3
NYSE,OMX,1987-09-09,0.285
NYSE,OMX,1987-06-09,0.285
NYSE,OMX,1987-03-09,0.285
NYSE,OMX,1986-12-15,0.285
NYSE,OMX,1986-09-09,0.285
NYSE,OMX,1986-06-09,0.285
NYSE,OMX,1986-03-10,0.285
NYSE,OMX,1985-12-10,0.285
NYSE,OMX,1985-09-09,0.285
NYSE,OMX,1985-06-10,0.285
NYSE,OMX,1985-03-11,0.285
NYSE,OMX,1984-12-11,0.285
NYSE,OMX,1984-09-10,0.285
NYSE,OMX,1984-06-11,0.285
NYSE,OMX,1984-03-09,0.285
NYSE,OMX,1983-12-13,0.285
NYSE,OMX,1983-09-09,0.285
NYSE,OMX,1983-06-09,0.285
NYSE,OMX,1983-03-09,0.285
NYSE,OMX,1982-12-14,0.285
NYSE,OMX,1982-09-09,0.285
NYSE,OMX,1982-06-09,0.285
NYSE,OMX,1982-03-09,0.285
NYSE,OMN,2001-04-27,0.05
NYSE,OMN,2001-02-09,0.05
NYSE,OMN,2000-10-30,0.05
NYSE,OMN,2000-07-28,0.05
NYSE,OMN,2000-04-27,0.01
NYSE,OMN,2000-02-10,0.05
NYSE,OMN,1999-11-17,0.05
NYSE,OKE,2010-01-27,0.44
NYSE,OKE,2009-10-28,0.42
NYSE,OKE,2009-07-29,0.42
NYSE,OKE,2009-04-28,0.4
NYSE,OKE,2009-01-28,0.4
NYSE,OKE,2008-10-29,0.4
NYSE,OKE,2008-07-29,0.4
NYSE,OKE,2008-04-28,0.38
NYSE,OKE,2008-01-29,0.38
NYSE,OKE,2007-10-29,0.36
NYSE,OKE,2007-07-27,0.36
NYSE,OKE,2007-04-26,0.34
NYSE,OKE,2007-01-29,0.34
NYSE,OKE,2006-10-27,0.32
NYSE,OKE,2006-07-27,0.32
NYSE,OKE,2006-04-27,0.3
NYSE,OKE,2006-01-27,0.28
NYSE,OKE,2005-10-27,0.28
NYSE,OKE,2005-07-27,0.28
NYSE,OKE,2005-04-28,0.28
NYSE,OKE,2005-01-27,0.25
NYSE,OKE,2004-10-27,0.25
NYSE,OKE,2004-07-28,0.23
NYSE,OKE,2004-04-28,0.21
NYSE,OKE,2004-01-28,0.19
NYSE,OKE,2003-10-29,0.18
NYSE,OKE,2003-07-29,0.17
NYSE,OKE,2003-04-28,0.17
NYSE,OKE,2003-01-30,0.17
NYSE,OKE,2002-10-29,0.155
NYSE,OKE,2002-07-29,0.155
NYSE,OKE,2002-04-26,0.155
NYSE,OKE,2002-01-29,0.155
NYSE,OKE,2001-10-29,0.155
NYSE,OKE,2001-07-27,0.155
NYSE,OKE,2001-04-26,0.155
NYSE,OKE,2001-01-29,0.155
NYSE,OKE,2000-10-27,0.155
NYSE,OKE,2000-07-27,0.155
NYSE,OKE,2000-04-26,0.155
NYSE,OKE,2000-01-27,0.155
NYSE,OKE,1999-10-27,0.155
NYSE,OKE,1999-07-28,0.155
NYSE,OKE,1999-04-28,0.155
NYSE,OKE,1999-01-27,0.155
NYSE,OKE,1998-10-28,0.155
NYSE,OKE,1998-07-29,0.15
NYSE,OKE,1998-04-28,0.15
NYSE,OKE,1998-01-28,0.15
NYSE,OKE,1997-10-29,0.15
NYSE,OKE,1997-07-29,0.15
NYSE,OKE,1997-04-28,0.15
NYSE,OKE,1997-01-29,0.15
NYSE,OKE,1996-10-29,0.15
NYSE,OKE,1996-07-29,0.15
NYSE,OKE,1996-04-26,0.15
NYSE,OKE,1996-01-29,0.145
NYSE,OKE,1995-10-27,0.145
NYSE,OKE,1995-07-27,0.14
NYSE,OKE,1995-04-24,0.14
NYSE,OKE,1995-01-25,0.14
NYSE,OKE,1994-10-25,0.14
NYSE,OKE,1994-07-25,0.14
NYSE,OKE,1994-04-25,0.14
NYSE,OKE,1994-01-25,0.14
NYSE,OKE,1993-10-25,0.135
NYSE,OKE,1993-07-26,0.135
NYSE,OKE,1993-04-26,0.135
NYSE,OKE,1993-01-25,0.135
NYSE,OKE,1992-10-26,0.125
NYSE,OKE,1992-07-27,0.125
NYSE,OKE,1992-04-24,0.125
NYSE,OKE,1992-01-27,0.125
NYSE,OKE,1991-10-25,0.105
NYSE,OKE,1991-07-25,0.105
NYSE,OKE,1991-04-24,0.105
NYSE,OKE,1991-01-25,0.105
NYSE,OKE,1990-10-25,0.095
NYSE,OKE,1990-07-25,0.095
NYSE,OKE,1990-04-24,0.095
NYSE,OKE,1990-01-25,0.095
NYSE,OKE,1989-10-25,0.0875
NYSE,OKE,1989-07-25,0.0875
NYSE,OKE,1989-04-24,0.075
NYSE,OKE,1989-01-25,0.075
NYSE,OKE,1988-01-25,0.16
NYSE,OKE,1987-10-26,0.16
NYSE,OKE,1987-07-27,0.16
NYSE,OKE,1987-04-24,0.16
NYSE,OKE,1987-01-26,0.16
NYSE,OKE,1986-10-27,0.16
NYSE,OKE,1986-07-25,0.16
NYSE,OKE,1986-04-24,0.16
NYSE,OKE,1986-01-27,0.16
NYSE,OKE,1985-10-25,0.16
NYSE,OKE,1985-07-25,0.16
NYSE,ORA,2009-11-16,0.06
NYSE,ORA,2009-08-14,0.06
NYSE,ORA,2009-05-18,0.06
NYSE,ORA,2009-03-12,0.07
NYSE,ORA,2008-11-17,0.05
NYSE,ORA,2008-08-15,0.05
NYSE,ORA,2008-05-16,0.05
NYSE,ORA,2008-03-12,0.05
NYSE,ORA,2007-11-26,0.05
NYSE,ORA,2007-08-20,0.05
NYSE,ORA,2007-05-18,0.05
NYSE,ORA,2007-03-19,0.07
NYSE,ORA,2006-11-28,0.04
NYSE,ORA,2006-08-21,0.04
NYSE,ORA,2006-05-19,0.04
NYSE,ORA,2006-03-24,0.03
NYSE,ORA,2005-11-25,0.03
NYSE,ORA,2005-08-18,0.03
NYSE,ORA,2005-05-19,0.03
NYSE,ORA,2005-03-31,0.03
NYSE,OHI,2010-01-27,0.32
NYSE,OHI,2009-10-29,0.3
NYSE,OHI,2009-07-29,0.3
NYSE,OHI,2009-04-28,0.3
NYSE,OHI,2009-01-28,0.3
NYSE,OHI,2008-10-29,0.3
NYSE,OHI,2008-07-29,0.3
NYSE,OHI,2008-04-28,0.3
NYSE,OHI,2008-01-29,0.29
NYSE,OHI,2007-10-29,0.28
NYSE,OHI,2007-07-27,0.27
NYSE,OHI,2007-04-26,0.27
NYSE,OHI,2007-01-29,0.26
NYSE,OHI,2006-11-01,0.25
NYSE,OHI,2006-07-27,0.24
NYSE,OHI,2006-04-26,0.24
NYSE,OHI,2006-01-27,0.23
NYSE,OHI,2005-10-27,0.22
NYSE,OHI,2005-07-27,0.22
NYSE,OHI,2005-04-28,0.21
NYSE,OHI,2005-01-27,0.2
NYSE,OHI,2004-10-27,0.19
NYSE,OHI,2004-07-28,0.18
NYSE,OHI,2004-04-28,0.18
NYSE,OHI,2004-01-29,0.17
NYSE,OHI,2003-10-29,0.15
NYSE,OHI,2000-10-27,0.25
NYSE,OHI,2000-08-03,0.25
NYSE,OHI,2000-01-26,0.5
NYSE,OHI,1999-10-27,0.7
NYSE,OHI,1999-07-28,0.7
NYSE,OHI,1999-04-28,0.7
NYSE,OHI,1999-01-27,0.7
NYSE,OHI,1998-10-28,0.67
NYSE,OHI,1998-07-29,0.67
NYSE,OHI,1998-04-28,0.67
NYSE,OHI,1998-04-09,2.313
NYSE,OHI,1998-01-28,0.67
NYSE,OHI,1997-10-29,0.645
NYSE,OHI,1997-07-31,0.645
NYSE,OHI,1997-04-30,0.645
NYSE,OHI,1997-01-30,0.645
NYSE,OHI,1996-10-31,0.62
NYSE,OHI,1996-07-31,0.62
NYSE,OHI,1996-04-30,0.62
NYSE,OHI,1996-01-31,0.62
NYSE,OHI,1995-10-31,0.59
NYSE,OHI,1995-07-31,0.59
NYSE,OHI,1995-04-26,0.59
NYSE,OHI,1995-01-27,0.59
NYSE,OHI,1994-10-27,0.58
NYSE,OHI,1994-07-27,0.54
NYSE,OHI,1994-04-26,0.54
NYSE,OHI,1994-01-27,0.54
NYSE,OHI,1993-10-27,0.54
NYSE,OHI,1993-07-27,0.5
NYSE,OHI,1993-04-27,0.5
NYSE,OHI,1993-01-27,0.5
NYSE,OHI,1992-10-27,0.26
NYSE,OMC,2009-12-14,0.15
NYSE,OMC,2009-09-16,0.15
NYSE,OMC,2009-06-05,0.15
NYSE,OMC,2009-03-04,0.15
NYSE,OMC,2008-12-15,0.15
NYSE,OMC,2008-09-17,0.15
NYSE,OMC,2008-06-04,0.15
NYSE,OMC,2008-03-05,0.15
NYSE,OMC,2007-12-13,0.15
NYSE,OMC,2007-09-18,0.15
NYSE,OMC,2007-06-04,0.075
NYSE,OMC,2007-03-06,0.125
NYSE,OMC,2006-12-14,0.125
NYSE,OMC,2006-09-19,0.125
NYSE,OMC,2006-06-05,0.125
NYSE,OMC,2006-03-07,0.125
NYSE,OMC,2005-12-14,0.1125
NYSE,OMC,2005-09-21,0.1125
NYSE,OMC,2005-06-07,0.1125
NYSE,OMC,2005-03-08,0.1125
NYSE,OMC,2004-12-21,0.1125
NYSE,OMC,2004-09-22,0.1125
NYSE,OMC,2004-06-04,0.1125
NYSE,OMC,2004-03-03,0.1125
NYSE,OMC,2003-12-23,0.1
NYSE,OMC,2003-09-24,0.1
NYSE,OMC,2003-06-04,0.1
NYSE,OMC,2003-03-05,0.1
NYSE,OMC,2002-12-18,0.1
NYSE,OMC,2002-09-18,0.1
NYSE,OMC,2002-06-05,0.1
NYSE,OMC,2002-03-06,0.1
NYSE,OMC,2001-12-18,0.1
NYSE,OMC,2001-09-19,0.1
NYSE,OMC,2001-06-06,0.1
NYSE,OMC,2001-03-07,0.0875
NYSE,OMC,2000-12-15,0.0875
NYSE,OMC,2000-09-26,0.0875
NYSE,OMC,2000-06-07,0.0875
NYSE,OMC,2000-03-08,0.0875
NYSE,OMC,1999-12-16,0.0875
NYSE,OMC,1999-09-22,0.075
NYSE,OMC,1999-06-09,0.075
NYSE,OMC,1999-03-10,0.075
NYSE,OMC,1998-12-11,0.075
NYSE,OMC,1998-09-23,0.0625
NYSE,OMC,1998-06-10,0.0625
NYSE,OMC,1998-03-11,0.0625
NYSE,OMC,1997-12-12,0.0625
NYSE,OMC,1997-09-24,0.0625
NYSE,OMC,1997-06-11,0.05
NYSE,OMC,1997-03-12,0.05
NYSE,OMC,1996-12-12,0.05
NYSE,OMC,1996-09-25,0.05
NYSE,OMC,1996-06-12,0.04375
NYSE,OMC,1996-03-13,0.04375
NYSE,OMC,1995-12-13,0.04375
NYSE,OMC,1995-09-27,0.04375
NYSE,OMC,1995-06-13,0.03875
NYSE,OMC,1995-03-14,0.03875
NYSE,OMC,1994-12-09,0.03875
NYSE,OMC,1994-09-20,0.03875
NYSE,OMC,1994-06-09,0.03875
